id	first_publication
uc2.ark+=13960=t8jd5116r	1908
loc.ark+=13960=t78s5j052	1866
aeu.ark+=13960=t6k085j5d	N/A
aeu.ark+=13960=t2r502s8w	1894
loc.ark+=13960=t1kh0vx0z	1901
uc2.ark+=13960=t19k4ks2j	1832
uc2.ark+=13960=t8hd7rk05	1917
aeu.ark+=13960=t1dj6d804	N/A
mdp.39015080116521	1911
aeu.ark+=13960=t7pp05w4g	1849
loc.ark+=13960=t7qn6d851	1830
nc01.ark+=13960=t5x63jv8f	1912
loc.ark+=13960=t3kw66b22	N/A
aeu.ark+=13960=t18k7wp18	N/A
loc.ark+=13960=t7rn3g387	1815
aeu.ark+=13960=t1rf62d0v	1896
coo1.ark+=13960=t7zk5xf1n	N/A
aeu.ark+=13960=t9w103k6f	N/A
mdp.39015068552408	1910
aeu.ark+=13960=t6252s33v	N/A
coo1.ark+=13960=t3fx7vg3p	1874
loc.ark+=13960=t9b56z900	1910
mdp.39015076502346	1911
uc2.ark+=13960=t1hh6g35q	1897
mdp.39015076666505	1909
uc2.ark+=13960=t52f7k46n	1894
aeu.ark+=13960=t5fb5x251	1836
loc.ark+=13960=t5s76nf53	1837
uc2.ark+=13960=t8bg2k669	1919
aeu.ark+=13960=t16m4342n	1844
mdp.39015068395253	1905
nnc2.ark+=13960=t7kq0dx85	1883
uiuo.ark+=13960=t3709d88m	N/A
yale.39002008062946	N/A
uiuo.ark+=13960=t4zg8707q	1906
uiuo.ark+=13960=t3pv7r66s	1917
loc.ark+=13960=t07w76d6b	1907
mdp.39015067350051	N/A
uc2.ark+=13960=t8rb75583	N/A
loc.ark+=13960=t0zp59p0z	1878
uc2.ark+=13960=t1xd0t13d	1915
aeu.ark+=13960=t3qv4kk98	1860
uiuo.ark+=13960=t85h99s1n	1914
yale.39002071239306	N/A
dul1.ark+=13960=t3902z797	1909
aeu.ark+=13960=t41r7ss84	N/A
uc2.ark+=13960=t4hm54w8t	N/A
uc2.ark+=13960=t11n85p8v	N/A
aeu.ark+=13960=t2w38r13g	1899
nc01.ark+=13960=t58d0j29n	1860
coo1.ark+=13960=t7rn3qf4p	1887
uc2.ark+=13960=t88g8k49h	N/A
uiuo.ark+=13960=t6058sw5s	N/A
uc2.ark+=13960=t2988505d	1886
dul1.ark+=13960=t69312x6g	1922
uc2.ark+=13960=t6833pv50	1885
uiuo.ark+=13960=t3gx6wr05	N/A
aeu.ark+=13960=t0zp54b7s	1877
aeu.ark+=13960=t1cj8sq8t	1899
mdp.39015066624670	1912
uc2.ark+=13960=t3zs2p07n	1845
aeu.ark+=13960=t8nc6sj90	1855
uc2.ark+=13960=t42r3r01t	1858
aeu.ark+=13960=t9n31197d	1868
uc2.ark+=13960=t1gh9d39n	1904
mdp.39015068042178	N/A
aeu.ark+=13960=t9475d22n	1893
aeu.ark+=13960=t9086p76m	1900
loc.ark+=13960=t6b286z47	1902
uc2.ark+=13960=t01z44t6k	N/A
mdp.39015070175586	1866
aeu.ark+=13960=t6c25pp2n	N/A
uc2.ark+=13960=t9765hd3f	N/A
uc2.ark+=13960=t0ft8gt8j	1913
nnc2.ark+=13960=t5p86x970	1879
nc01.ark+=13960=t3417mn95	1909
uiuo.ark+=13960=t9g45z81j	1914
mdp.39015067976814	N/A
uc2.ark+=13960=t85h7g10m	N/A
aeu.ark+=13960=t85h8mv5t	1869
uc2.ark+=13960=t8x924w7x	1859
uc2.ark+=13960=t2n58cr2c	1855
loc.ark+=13960=t7fr02m64	1834
uc2.ark+=13960=t3qv3r46p	N/A
uc2.ark+=13960=t71v5dv35	1920
loc.ark+=13960=t17m0f62g	N/A
aeu.ark+=13960=t0ks76k6n	1873
uc2.ark+=13960=t3qv3zm8d	1920
aeu.ark+=13960=t7gq7m99s	1889
nnc2.ark+=13960=t06x1xz7f	N/A
dul1.ark+=13960=t6vx31g3s	1915
uiuo.ark+=13960=t03z06h8f	1919
coo1.ark+=13960=t2w38bn04	1895
yale.39002002354307	1910
uc2.ark+=13960=t5bc3w99b	N/A
coo1.ark+=13960=t4th93d30	N/A
loc.ark+=13960=t9086p18w	1864
nnc2.ark+=13960=t0qr5gt48	1886
uc2.ark+=13960=t6j103q4b	1905
uc2.ark+=13960=t2v410t13	1891
loc.ark+=13960=t35145q4f	N/A
aeu.ark+=13960=t9m33fj8f	N/A
uiuo.ark+=13960=t41r8cz8s	1922
uiuo.ark+=13960=t40s31m1x	N/A
aeu.ark+=13960=t8df7q94h	1899
coo1.ark+=13960=t79s2b65f	N/A
loc.ark+=13960=t16m4f99d	1824
uc2.ark+=13960=t2s46m50t	1887
uiuo.ark+=13960=t1rf99m6g	N/A
loc.ark+=13960=t2t44c03p	1918
coo1.ark+=13960=t1wd52n8c	1915
uiuo.ark+=13960=t76t0k22r	1893
loc.ark+=13960=t01z4vm72	1825
coo1.ark+=13960=t4jm2tq62	N/A
uiuo.ark+=13960=t6158609b	1876
uc2.ark+=13960=t7cr5qp9m	1920
uc2.ark+=13960=t02z13w1t	1878
loc.ark+=13960=t15m6d27b	1903
mdp.39015068139388	N/A
uc2.ark+=13960=t08w3cp6s	N/A
uc2.ark+=13960=t89g5kw06	N/A
loc.ark+=13960=t86h4wn2s	1919
aeu.ark+=13960=t4km04p00	1859
mdp.39015024466693	N/A
uc2.ark+=13960=t4zg6jf04	1894
uc2.ark+=13960=t7np2453m	N/A
dul1.ark+=13960=t06x00v05	1907
coo1.ark+=13960=t6n01pq9r	1899
coo1.ark+=13960=t6n01q97t	N/A
loc.ark+=13960=t2v41gb7h	1922
nnc2.ark+=13960=t4cn9q277	N/A
dul1.ark+=13960=t5h99z28p	1863
uma.ark+=13960=t77s7w261	N/A
dul1.ark+=13960=t9v12sm16	1862
yale.39002088377602	1920
uiuo.ark+=13960=t4bp2jp07	1920
uc2.ark+=13960=t4rj4bk3z	N/A
coo1.ark+=13960=t3nw01q66	1914
aeu.ark+=13960=t7cr70w1h	1840
uiuo.ark+=13960=t0jt0603z	1866
uiuo.ark+=13960=t8w966492	1911
uc2.ark+=13960=t0vq2zb2k	1917
uiuo.ark+=13960=t0xp9pm76	1918
aeu.ark+=13960=t8hd8v23h	1858
uc2.ark+=13960=t73t9g25f	1890
uc2.ark+=13960=t5h99fk5r	N/A
yale.39002088670840	N/A
uma.ark+=13960=t1mg81721	1896
uc2.ark+=13960=t0sq8t061	N/A
coo1.ark+=13960=t2x35c01p	1920
uiuo.ark+=13960=t2n60fx75	1919
aeu.ark+=13960=t6c25w57t	1888
coo1.ark+=13960=t82j71d8f	N/A
dul1.ark+=13960=t8jd7nb1k	1836
uc2.ark+=13960=t9t153w77	1897
uc2.ark+=13960=t1fj2d71z	1914
coo1.ark+=13960=t4xh06670	N/A
uc2.ark+=13960=t6h138631	1919
uiuo.ark+=13960=t3xs86642	1908
aeu.ark+=13960=t42r4bv2x	1894
aeu.ark+=13960=t7gq81q3m	1892
mdp.39015039706810	1891
uc2.ark+=13960=t2v40q30h	1903
mdp.39015076508145	N/A
coo1.ark+=13960=t1zc8gk1g	1921
mdp.39015066231567	N/A
coo1.ark+=13960=t4th92k1v	1912
aeu.ark+=13960=t02z1xj8n	1891
aeu.ark+=13960=t6rz0fg4h	N/A
loc.ark+=13960=t9b56zj5j	N/A
loc.ark+=13960=t26978351	1833
loc.ark+=13960=t6f19mb9h	1870
loc.ark+=13960=t5s75pg1n	1914
uiuo.ark+=13960=t06x19d6b	1917
aeu.ark+=13960=t3mw3s076	1916
mdp.39015068040461	N/A
aeu.ark+=13960=t2m62bh13	1840
aeu.ark+=13960=t3ws9s50s	N/A
coo1.ark+=13960=t4rj51s58	1900
uc2.ark+=13960=t6g15x818	1817
uc2.ark+=13960=t1sf2tf06	1914
uc2.ark+=13960=t0qr4qf1d	1914
aeu.ark+=13960=t8jd5ns43	1831
uc2.ark+=13960=t21c1ww7m	N/A
uiuo.ark+=13960=t4mk7x202	N/A
mdp.39015068552341	1888
loc.ark+=13960=t3029j83c	1920
loc.ark+=13960=t1gh9mj13	1909
loc.ark+=13960=t8hd8gx4n	1892
loc.ark+=13960=t5gb2f51t	1922
uc2.ark+=13960=t40r9nb64	1916
aeu.ark+=13960=t2x362g04	1908
uc2.ark+=13960=t7br8p124	1897
yale.39002005711107	1885
uiuo.ark+=13960=t4qj8088d	1885
uc2.ark+=13960=t0sq9214s	1859
loc.ark+=13960=t7kp8qr2f	1875
uc2.ark+=13960=t39z9f46j	1839
uc2.ark+=13960=t6930qv05	1921
uc2.ark+=13960=t8rb77k2d	1858
uc2.ark+=13960=t1dj5nx62	1872
loc.ark+=13960=t5w67nm6s	1877
uc2.ark+=13960=t39z9bc11	N/A
loc.ark+=13960=t3611hh80	1921
coo1.ark+=13960=t62525w65	1911
coo1.ark+=13960=t6g16jc3d	1912
gri.ark+=13960=t2c84vp67	1872
uc2.ark+=13960=t9n29sv7c	N/A
uc2.ark+=13960=t2k64n13z	N/A
loc.ark+=13960=t77s8gm54	1848
loc.ark+=13960=t6k07z474	1913
uc2.ark+=13960=t9m32rx96	1807
loc.ark+=13960=t0qr5zt9g	1902
uc2.ark+=13960=t5r788163	1902
loc.ark+=13960=t9d51tm03	1905
coo1.ark+=13960=t53f5b102	1896
loc.ark+=13960=t50g4171j	1916
uc2.ark+=13960=t3514634s	N/A
uc2.ark+=13960=t81j9nr8t	N/A
uc2.ark+=13960=t0wp9vc2d	N/A
uc2.ark+=13960=t2f768s0p	1920
mdp.39015006561511	1875
loc.ark+=13960=t0000753c	1908
coo1.ark+=13960=t3320hb1d	1838
coo1.ark+=13960=t3tt5652x	1915
coo1.ark+=13960=t9f487c7x	1892
uc2.ark+=13960=t4rj4dg2z	1869
yale.39002088441721	1804
uc2.ark+=13960=t1kh0g929	1819
uc2.ark+=13960=t0ft8ff0b	N/A
uc2.ark+=13960=t9n29pv93	1902
uc2.ark+=13960=t10p11214	1921
nc01.ark+=13960=t7tm89x07	1885
coo1.ark+=13960=t9377wz2j	1907
coo1.ark+=13960=t3vt27b4q	1918
coo1.ark+=13960=t9w09n558	1919
uc2.ark+=13960=t74t6q57t	1894
loc.ark+=13960=t59c7kf3q	1848
loc.ark+=13960=t61553v6q	N/A
uc2.ark+=13960=t3cz3c58g	1910
loc.ark+=13960=t88g9w11d	N/A
aeu.ark+=13960=t51g29m2t	1856
coo1.ark+=13960=t44q8g62v	1890
uc2.ark+=13960=t89g5p90t	N/A
uc2.ark+=13960=t6251h195	1887
loc.ark+=13960=t7zk5tw93	1882
loc.ark+=13960=t2t43t54d	1834
coo1.ark+=13960=t20c5h77r	1880
coo1.ark+=13960=t39z9qq8f	1909
uc2.ark+=13960=t3tt4k01c	1908
uc2.ark+=13960=t6pz54v1j	1891
coo1.ark+=13960=t2h710h9v	1901
loc.ark+=13960=t6h134m66	1852
coo1.ark+=13960=t3tt55m1v	1919
uc2.ark+=13960=t7gq6tw9h	1921
uc2.ark+=13960=t2x34sj3d	1863
uc2.ark+=13960=t71v5cv3r	1906
loc.ark+=13960=t79s1x26s	N/A
coo1.ark+=13960=t64468826	N/A
aeu.ark+=13960=t1dj5x265	1874
aeu.ark+=13960=t73v15p0p	1917
coo1.ark+=13960=t3320hs0r	1889
coo1.ark+=13960=t4vh63n2t	1874
uc2.ark+=13960=t0sq8vq4w	N/A
uc2.ark+=13960=t5z60fc64	1917
uc2.ark+=13960=t5w66bp34	1900
loc.ark+=13960=t2r49w016	1908
uc2.ark+=13960=t7kp8116p	1916
yale.39002085402270	1905
uiuo.ark+=13960=t65455g13	1919
aeu.ark+=13960=t6ww8zp6z	1909
uc2.ark+=13960=t9g44p126	N/A
coo1.ark+=13960=t5n87v11r	1915
uc2.ark+=13960=t1jh3g835	1920
aeu.ark+=13960=t55d9n01m	1833
loc.ark+=13960=t6g17842v	1869
gri.ark+=13960=t40s0kh7z	1851
uc2.ark+=13960=t56d5rh2v	1908
coo1.ark+=13960=t1qf9846g	1915
loc.ark+=13960=t22c06c3m	1847
loc.ark+=13960=t3223d298	1912
loc.ark+=13960=t5r78g07m	1904
uc2.ark+=13960=t1gh9qs1g	1915
uc2.ark+=13960=t5q817z1r	1912
uc2.ark+=13960=t3125qw6r	1915
aeu.ark+=13960=t59c7k47m	1894
uc2.ark+=13960=t3jw88n7s	1905
uc2.ark+=13960=t4sj1dj5g	N/A
uc2.ark+=13960=t33201756	1890
mdp.39015019076630	N/A
loc.ark+=13960=t24b3vt1r	N/A
uc2.ark+=13960=t26973c1m	1803
nc01.ark+=13960=t4th9mj30	1903
uc2.ark+=13960=t2891509q	N/A
loc.ark+=13960=t1dj6b29z	N/A
uc2.ark+=13960=t80k29c65	N/A
coo1.ark+=13960=t3126ff03	N/A
uc2.ark+=13960=t2r49m70j	1864
loc.ark+=13960=t4dn51j4k	1912
ucw.ark+=13960=t19k4ht82	1860
loc.ark+=13960=t1xd0zb4k	1914
loc.ark+=13960=t5gb2wp2d	1900
nnc2.ark+=13960=t1sf3fj7r	1914
aeu.ark+=13960=t3805m286	1899
uc2.ark+=13960=t27942j04	1913
coo1.ark+=13960=t09w10j1k	1922
uiuo.ark+=13960=t8x95hm2m	1854
uc2.ark+=13960=t6154g15n	1851
nnc2.ark+=13960=t3st7qw6x	1919
loc.ark+=13960=t1rf67880	1912
uc2.ark+=13960=t3416wg10	1922
uc2.ark+=13960=t21c1zg2n	1906
coo1.ark+=13960=t1hh72r3p	1864
aeu.ark+=13960=t96693c2r	1900
loc.ark+=13960=t4th98h99	1915
loc.ark+=13960=t1tf06k22	N/A
uc2.ark+=13960=t7rn39741	1913
uc2.ark+=13960=t5t72kr8j	1914
loc.ark+=13960=t4fn29k12	1843
uc2.ark+=13960=fk1cj87p03	1900
uc2.ark+=13960=t4kk94t77	1876
uc2.ark+=13960=t8df6rr7t	1854
loc.ark+=13960=t2s47gd72	1853
dul1.ark+=13960=t8nc78s6v	1796
loc.ark+=13960=t59c72x7q	1866
uc2.ark+=13960=t3vt1n434	1908
uc2.ark+=13960=t77s7qc22	1901
loc.ark+=13960=t24b3vv16	N/A
uiuo.ark+=13960=t7gq9bk7v	1919
loc.ark+=13960=t8qc0vm2p	1921
uc2.ark+=13960=t54f21h2r	N/A
uc2.ark+=13960=t2x34zw3z	1867
uiuo.ark+=13960=t38051c3s	1919
loc.ark+=13960=t6sx7fx3g	1855
uc2.ark+=13960=fk2v40k268	1865
coo1.ark+=13960=t3hx1wp8j	N/A
loc.ark+=13960=t5z60r48p	N/A
uc2.ark+=13960=t51g0mg4z	1903
loc.ark+=13960=t3mw2q30z	1841
coo1.ark+=13960=t48p6km4k	1920
uc2.ark+=13960=t00003h17	1892
aeu.ark+=13960=t46q2gf1v	1881
loc.ark+=13960=t25b1049v	1902
aeu.ark+=13960=t9476bc27	1914
uc2.ark+=13960=t2z31r89g	N/A
uiuo.ark+=13960=t8nc61c09	N/A
uc2.ark+=13960=t00z7239m	1910
coo1.ark+=13960=t4hm5sc03	1911
mdp.39015078576249	N/A
loc.ark+=13960=t1sf36k6t	N/A
uc2.ark+=13960=t6vx06x22	N/A
yale.39002027573428	1875
loc.ark+=13960=t50g4499j	1855
uc2.ark+=13960=t72v2cr7h	1920
uc2.ark+=13960=t6rx9db4c	1860
uc2.ark+=13960=t4xg9h828	1911
uc2.ark+=13960=t6c24t526	1914
uc2.ark+=13960=t6m048g5j	N/A
uc2.ark+=13960=t07w6d80r	1908
uc2.ark+=13960=t15m6d852	1882
yale.39002066807232	1893
gri.ark+=13960=t1mg7km1q	1891
uc2.ark+=13960=t20c4v94z	1922
loc.ark+=13960=t2c831s87	1917
yale.39002008875446	1898
yale.39002088676607	1888
uc2.ark+=13960=t8v985k0k	N/A
coo1.ark+=13960=t5w671f63	1900
uc2.ark+=13960=t14m9259b	1915
uc2.ark+=13960=t4cn7192x	1916
uc2.ark+=13960=t8hd7rc3x	N/A
uc2.ark+=13960=t21c2358j	1922
yale.39002037201044	1906
uc2.ark+=13960=t06w96c2d	1896
coo1.ark+=13960=t9086v83p	1834
loc.ark+=13960=t62524b53	1878
dul1.ark+=13960=t1hj0559w	N/A
uc2.ark+=13960=t8ff3rh8b	1904
coo1.ark+=13960=t5r78xc30	1906
aeu.ark+=13960=t1cj9n54f	1912
uc2.ark+=13960=t1vd6vf4b	N/A
coo1.ark+=13960=t12n5q19m	1890
loc.ark+=13960=t8gf19p97	N/A
coo1.ark+=13960=t4nk3wx0n	N/A
coo1.ark+=13960=t1vd7dj36	1894
uc2.ark+=13960=t3319t27h	1906
uc2.ark+=13960=t70v8jr8q	1918
yale.39002088373973	1914
mdp.39015030925369	1897
loc.ark+=13960=t1hh7t198	1900
loc.ark+=13960=t2s46vw23	1900
coo1.ark+=13960=t77s88g9s	N/A
uiuo.ark+=13960=t0tq6k431	1838
coo1.ark+=13960=t8ff4c65p	1871
coo1.ark+=13960=t77s87r0m	1885
gri.ark+=13960=t8ff5bq0z	N/A
loc.ark+=13960=t5k93p04w	1921
aeu.ark+=13960=t6ww82p7p	N/A
uc2.ark+=13960=t2j67cn03	1899
uc2.ark+=13960=t12n6k289	N/A
loc.ark+=13960=t2j684n8f	1897
coo1.ark+=13960=t9p27fv88	1852
uc2.ark+=13960=t0ht2gc25	N/A
coo1.ark+=13960=t7mp5m359	1920
uc2.ark+=13960=t6pz54b5r	1913
uc2.ark+=13960=t6ww7b985	N/A
yale.39002005815478	1823
nnc2.ark+=13960=t1zc8ms67	1883
aeu.ark+=13960=t61555623	N/A
coo1.ark+=13960=t6xw50x37	1883
aeu.ark+=13960=t5z61jc96	1895
uc2.ark+=13960=t5m90b08v	1912
uc2.ark+=13960=t8sb41822	N/A
yale.39002067948399	1846
loc.ark+=13960=t70v8vd03	N/A
uc2.ark+=13960=t0sq8s28g	1907
aeu.ark+=13960=t0ns22260	1915
uc2.ark+=13960=t6ww7ft65	1914
uc2.ark+=13960=t00z72721	1918
loc.ark+=13960=t6sx6rt5f	1922
uc2.ark+=13960=t3126235g	N/A
uc2.ark+=13960=t5db7x53v	1869
coo1.ark+=13960=t1sf3bd67	1882
uiuc.5189005_001	1881
loc.ark+=13960=t47p9bk1m	1880
uiuo.ark+=13960=t3xs62k14	1881
coo1.ark+=13960=t1gj02h3x	1915
uc2.ark+=13960=t2k64bb19	1912
aeu.ark+=13960=t4jm3kz0s	1904
uc2.ark+=13960=t1gh9cr2c	1843
aeu.ark+=13960=t3fx8m642	1897
coo1.ark+=13960=t0tq6gk9h	1900
uc2.ark+=13960=t18k77c1c	1881
coo1.ark+=13960=t0rr2dc77	1890
uc2.ark+=13960=t84j0d87p	1909
coo1.ark+=13960=t8df7z750	N/A
uc2.ark+=13960=t5z60mw4z	1921
nnc2.ark+=13960=t8sb46d3d	1830
uiuo.ark+=13960=t62542w0s	1916
coo1.ark+=13960=t0000pr5b	1875
uc2.ark+=13960=t6tx36n9p	1911
mmet.ark+=13960=t3qv3t96r	1868
uc2.ark+=13960=t1jh3f40h	1914
uc2.ark+=13960=fk79s1m14v	1884
aeu.ark+=13960=t7kp92j47	1812
loc.ark+=13960=t4gm8wf3h	1918
aeu.ark+=13960=t6tx42x4k	1847
mdp.39015013163442	N/A
uc2.ark+=13960=t6j09xg5p	1911
uiuo.ark+=13960=t4rj5439g	1807
