id	first_publication
nnc2.ark+=13960=t4cn8fn4q	1805
aeu.ark+=13960=t22c03n0h	1808
aeu.ark+=13960=t5r795c95	N/A
aeu.ark+=13960=t1zc8sj84	N/A
aeu.ark+=13960=t3kw6kz73	N/A
aeu.ark+=13960=t83j4jv18	N/A
aeu.ark+=13960=t6vx14z7g	N/A
loc.ark+=13960=t2c83k22j	1801
mdp.39015039504934	N/A
mdp.39015039504926	N/A
uiuo.ark+=13960=t3zs33v38	1809
uiuo.ark+=13960=t64469q6c	1816
uiuo.ark+=13960=t2t446x08	1812
aeu.ark+=13960=t6c262845	1814
aeu.ark+=13960=t2q536171	N/A
uc2.ark+=13960=t6542ks8b	N/A
uc2.ark+=13960=t2r49w33h	N/A
uc2.ark+=13960=t9h41nd5b	1818
dul1.ark+=13960=t46q2w61p	1813
nc01.ark+=13960=t0dv1vq84	1819
uiuo.ark+=13960=t9v12j35h	1819
aeu.ark+=13960=t12n5w37m	1828
uc2.ark+=13960=t05x2943c	N/A
uc2.ark+=13960=t00z74j2w	N/A
yale.39002088448460	1807
loc.ark+=13960=t3nw0b94k	N/A
yale.39002031982110	1821
aeu.ark+=13960=t1gj09p70	N/A
aeu.ark+=13960=t2h71kh11	N/A
gri.ark+=13960=t2q55x41x	1825
mdp.39015076638678	1823
aeu.ark+=13960=t1zc8v79d	N/A
loc.ark+=13960=t11n8kv9j	1831
uma.ark+=13960=t5m90fs9w	N/A
uc2.ark+=13960=t29883d2h	1838
uc2.ark+=13960=t56d5vj6g	N/A
aeu.ark+=13960=t6sx74f3g	N/A
loc.ark+=13960=t5k93g14v	1839
aeu.ark+=13960=t4rj51n8x	1830
nnc2.ark+=13960=t7jq1q31t	1854
uma.ark+=13960=t4zg6xj1h	1830
aeu.ark+=13960=t17m0vs41	1842
loc.ark+=13960=t46q21c03	1831
loc.ark+=13960=t3dz0m54m	1845
uiuo.ark+=13960=t3hx30f7x	1847
aeu.ark+=13960=t59c81964	N/A
aeu.ark+=13960=t6vx15r6q	1846
aeu.ark+=13960=t4qj8c606	1840
uc2.ark+=13960=t6833qp6n	1828
loc.ark+=13960=t9c53q63c	1841
nnc2.ark+=13960=t5cc3f097	1843
mdp.39015080119376	1842
uiuo.ark+=13960=t6zw1z852	1844
aeu.ark+=13960=t00012g46	N/A
mdp.39015070577625	N/A
nnc2.ark+=13960=t4dn6xz1n	1851
aeu.ark+=13960=t2x35mz6j	1852
uc2.ark+=13960=t4fn16461	1853
aeu.ark+=13960=t40s0vj48	1859
aeu.ark+=13960=t3ws9j597	1850
loc.ark+=13960=t6f20968f	1854
aeu.ark+=13960=t01z4hf09	N/A
mdp.39015039758324	N/A
aeu.ark+=13960=t6m05676f	N/A
yale.39002050940296	1844
loc.ark+=13960=t4th8wb8n	1854
aeu.ark+=13960=t2f76qc34	N/A
emu.000011326660	1861
uc2.ark+=13960=t0ms3kz8w	1868
loc.ark+=13960=t4jm2pw17	1864
dul1.ark+=13960=t5r79593c	N/A
mdp.39015030847878	1867
aeu.ark+=13960=t5r79j483	1862
dul1.ark+=13960=t7kp8tg5j	1864
dul1.ark+=13960=t4qj85p1g	1863
loc.ark+=13960=t42r47r1v	1863
uma.ark+=13960=t54f2j173	1868
coo1.ark+=13960=t01z4s164	N/A
loc.ark+=13960=t2n58wh7v	1632
nc01.ark+=13960=t1zc81p5c	N/A
dul1.ark+=13960=t1hh7bh0d	N/A
dul1.ark+=13960=t4rj57z6g	1864
loc.ark+=13960=t9x067h11	1865
aeu.ark+=13960=t4pk17p82	1875
uc2.ark+=13960=t4zg6h96t	N/A
bc.ark+=13960=t89g6nz3r	1877
yale.39002088446324	N/A
nnc2.ark+=13960=t9s20k32f	N/A
uiuo.ark+=13960=t1bk19f0z	N/A
loc.ark+=13960=t78s5mg6n	1878
nc01.ark+=13960=t9x06m92c	N/A
loc.ark+=13960=t11n8kd1v	1877
uiuo.ark+=13960=t6zw4xb46	N/A
aeu.ark+=13960=t7hq49611	1875
aeu.ark+=13960=t90871z0n	1872
uc2.ark+=13960=t7dr2r93c	1850
nnc2.ark+=13960=t8rb7qp2j	1903
uc2.ark+=13960=t3xs5rv1m	N/A
loc.ark+=13960=t8jd5p03q	1871
aeu.ark+=13960=t6d22sm7k	N/A
mdp.39015068096778	1879
mdp.39015076455164	N/A
nnc2.ark+=13960=t6d24k406	1874
coo1.ark+=13960=t2s477w5g	N/A
uc2.ark+=13960=t2v40nq74	N/A
uiuo.ark+=13960=t6vx1pn53	N/A
mdp.39015068119588	1883
gri.ark+=13960=t14n1nf4v	1881
loc.ark+=13960=t0sq9pb48	1880
uc2.ark+=13960=t8hd7qk55	1887
aeu.ark+=13960=t4hm5m853	1885
nnc2.ark+=13960=t2m643z5q	1879
mdp.39015068429847	1880
loc.ark+=13960=t12n5bx49	1888
uma.ark+=13960=t3st83f42	1884
coo1.ark+=13960=t5k93rx59	1888
aeu.ark+=13960=t6543fw0j	1883
caia.ark+=13960=t39037w8z	1887
uiuo.ark+=13960=t3pv7qz67	N/A
uc2.ark+=13960=t8ff3t951	1893
aeu.ark+=13960=t3ws9233n	1890
mdp.39015030108396	1896
loc.ark+=13960=t0tq60867	N/A
aeu.ark+=13960=t9d51p02b	1897
aeu.ark+=13960=t4nk4jq06	1897
aeu.ark+=13960=t06x0gp6m	1890
uiuo.ark+=13960=t3b01zv78	1894
uiuo.ark+=13960=t7wm2v33w	1908
coo1.ark+=13960=t6h13k52t	N/A
aeu.ark+=13960=t55f0125x	N/A
uma.ark+=13960=t6348r453	1905
uc2.ark+=13960=t18k75t8r	N/A
uc2.ark+=13960=t4qj7nr7p	N/A
aeu.ark+=13960=t7hq4vc2c	N/A
aeu.ark+=13960=t9d51x63d	1905
loc.ark+=13960=t2s46v18s	N/A
loc.ark+=13960=t16m3m11n	1901
uc2.ark+=13960=t3hx1d93d	1902
loc.ark+=13960=t9j396p61	N/A
uiuo.ark+=13960=t5s771d1n	1898
mdp.39015080050795	1901
aeu.ark+=13960=t0qr6d587	N/A
nc01.ark+=13960=t87h1p526	1905
uiuo.ark+=13960=t7rn4r688	1892
uc2.ark+=13960=t0cv4j77g	N/A
coo1.ark+=13960=t2t44862n	1910
uiuo.ark+=13960=t04x6hm97	1917
loc.ark+=13960=t10p1t36h	N/A
loc.ark+=13960=t9474jj3p	1910
coo1.ark+=13960=t8cg08n3h	N/A
uiuo.ark+=13960=t3dz2q88w	1918
coo1.ark+=13960=t4nk3xv43	1916
loc.ark+=13960=t75t4492q	1910
uc2.ark+=13960=t4rj4pc5c	N/A
loc.ark+=13960=t0ms46d91	1914
mdp.39015068212649	N/A
coo1.ark+=13960=t3zs39h38	N/A
coo1.ark+=13960=t8ff4c595	N/A
coo1.ark+=13960=t4mk6w75x	1922
coo1.ark+=13960=t9377x09s	N/A
coo1.ark+=13960=t5m90sj2h	1920
loc.ark+=13960=t9x06z358	N/A
loc.ark+=13960=t3rv15t3q	N/A
mdp.39015076405078	1922
uc2.ark+=13960=t6251sn06	N/A
loc.ark+=13960=t7hq49959	1921
uiuo.ark+=13960=t9c560m55	N/A
uiuo.ark+=13960=t3ws9x35z	N/A
uc2.ark+=13960=t56d5vs4n	1921
uiuo.ark+=13960=t77s98s0v	N/A
uiuo.ark+=13960=t2g74qx5t	N/A
loc.ark+=13960=t4sj1zt5p	N/A
uc2.ark+=13960=t9r20wb20	1922
uc2.ark+=13960=t6154sr0c	1851
uc2.ark+=13960=t6057h99d	1768
aeu.ark+=13960=t6ww8770j	1858
uc2.ark+=13960=t5t728b8f	1887
loc.ark+=13960=t1zc8rj6r	1920
uc2.ark+=13960=t43r1506r	1750
loc.ark+=13960=t88g8v61v	1884
mdp.39015067085095	N/A
uiuo.ark+=13960=t2697q61t	1870
uc2.ark+=13960=t5r78h00n	1831
aeu.ark+=13960=t4zg7b55v	1893
bc.ark+=13960=t8hf0nd5s	1785
loc.ark+=13960=t80k2qv2g	1839
coo1.ark+=13960=t5j96q66s	N/A
uc2.ark+=13960=t50g3nc1d	1823
uc2.ark+=13960=t9n29sw1x	1766
aeu.ark+=13960=t83j3xm0t	1894
uc2.ark+=13960=t4cn70t65	1804
gri.ark+=13960=t0ms7h59r	1823
loc.ark+=13960=t6m05103s	1889
uiuo.ark+=13960=t51g1929n	1870
uiuo.ark+=13960=t1cj94q0g	1817
coo1.ark+=13960=t7hq4ht60	N/A
coo1.ark+=13960=t3cz3sh21	1890
coo1.ark+=13960=t43r1f41f	1768
nnc2.ark+=13960=t5s76mf1r	N/A
uc2.ark+=13960=t19k48z7g	N/A
uc2.ark+=13960=t53f4vs8m	1774
uc2.ark+=13960=t6xw49b4f	N/A
uc2.ark+=13960=t0ms3mf54	1829
uc2.ark+=13960=t7fq9s94w	1793
uc2.ark+=13960=t6ww7992v	N/A
yale.39002007126999	1706
uc2.ark+=13960=t7jq17p43	N/A
aeu.ark+=13960=t2x358099	N/A
uc2.ark+=13960=t0ns0nb8t	1800
aeu.ark+=13960=t2n59bz3h	1802
txa.tarb002879	1900
uiuo.ark+=13960=t2m623x3j	1813
mdp.39015067937717	N/A
uc2.ark+=13960=t3nv99q8j	N/A
uc2.ark+=13960=t9377gp3g	1876
uc2.ark+=13960=t10p0z23w	1917
loc.ark+=13960=t74t7xt0t	1827
loc.ark+=13960=t9280sd4g	1851
uc2.ark+=13960=t78s4wm1z	N/A
yale.39002032252786	1782
mdp.39015064575098	1775
uc2.ark+=13960=t82j6qz90	1895
aeu.ark+=13960=t2989225f	1837
yale.39002030800552	1847
uc2.ark+=13960=t3804zr5g	N/A
coo1.ark+=13960=t03x8tx8z	N/A
aeu.ark+=13960=t47q03w25	1808
mdp.39015030748183	1756
loc.ark+=13960=t8qc19590	1838
uc2.ark+=13960=t0gt5hb1g	1826
coo1.ark+=13960=t8cg08q0z	1887
coo1.ark+=13960=t3jw8zb90	1917
uc2.ark+=13960=t4cn7058m	N/A
uc2.ark+=13960=t9v11ws2s	N/A
uc2.ark+=13960=t7qn60833	1781
uc2.ark+=13960=t73t9fs01	1758
uc2.ark+=13960=t47p8tn7t	1842
uc2.ark+=13960=t6d21sk68	N/A
mdp.39015013771905	N/A
mdp.39015068388233	N/A
coo1.ark+=13960=t4xh05p6c	1764
loc.ark+=13960=t6446h950	N/A
loc.ark+=13960=t4nk4m15g	1909
gri.ark+=13960=t9h438d42	N/A
aeu.ark+=13960=t3kw6jx58	1835
aeu.ark+=13960=t3805x043	1819
uc2.ark+=13960=t0cv4k049	1839
bc.ark+=13960=t2m62528k	1837
uc2.ark+=13960=t9086b87d	1783
uc2.ark+=13960=t6f18wx73	N/A
uc2.ark+=13960=t3kw5br8m	N/A
nnc2.ark+=13960=t7br8z17v	N/A
nnc2.ark+=13960=t8v99dv7t	1856
mdp.39015073722830	1750
uc2.ark+=13960=t25b0d49f	N/A
aeu.ark+=13960=t52f8df7g	1852
aeu.ark+=13960=t86h5bs0c	1811
uc2.ark+=13960=t6h12x78c	1884
aeu.ark+=13960=t1tf2fp8z	N/A
coo1.ark+=13960=t2x35bc4n	1887
loc.ark+=13960=t5fb6bv65	1827
loc.ark+=13960=t0wq1835j	N/A
uc2.ark+=13960=t41r6qv8t	1912
uc2.ark+=13960=t6154pw1d	1836
gri.ark+=13960=t6vx19j94	1778
yale.39002061264538	1827
uc2.ark+=13960=t35140x61	N/A
aeu.ark+=13960=t0bv8nz99	1849
loc.ark+=13960=t2b85mj0q	1857
loc.ark+=13960=t60581n5j	1876
aeu.ark+=13960=t6058cj6t	1746
loc.ark+=13960=t1hh7dq1d	1880
gri.ark+=13960=t8pc6s87r	1887
uc2.ark+=13960=t6f18vp05	1921
uiuo.ark+=13960=t0ms4bx1j	1852
uiuo.ark+=13960=t70w0vd2c	1916
uc2.ark+=13960=t7pn8zx7k	1783
uc2.ark+=13960=t2b858h04	1828
loc.ark+=13960=t43r1n38v	1817
uiuo.ark+=13960=t2697rx7j	1827
coo1.ark+=13960=t5t730d9w	N/A
uc2.ark+=13960=t0sq8rk2w	1761
uc2.ark+=13960=t14m97b7p	1920
uc2.ark+=13960=t3st7g52p	N/A
uc2.ark+=13960=t15m63156	N/A
uc2.ark+=13960=t39z9336z	1915
uc2.ark+=13960=t14m92h0g	1900
coo1.ark+=13960=t83j41t7h	1888
aeu.ark+=13960=t9w09nc6f	1756
aeu.ark+=13960=t5q81wd99	1757
loc.ark+=13960=t4dn51j4k	1912
uiuo.ark+=13960=t4qj82s7g	1835
uc2.ark+=13960=t8rb70p1c	1778
uc2.ark+=13960=t4sj1rb10	N/A
uc2.ark+=13960=t9v124z5r	1921
loc.ark+=13960=t2k64x284	1916
loc.ark+=13960=t3dz0tz0g	1909
uiuo.ark+=13960=t7br8w43f	1852
uc2.ark+=13960=t57d2sh7v	1913
loc.ark+=13960=t86h57n67	1867
aeu.ark+=13960=t1hh7ps42	N/A
uc2.ark+=13960=t1mg7r37z	N/A
nnc2.ark+=13960=t51g2jd9d	1870
uc2.ark+=13960=t77s7m384	N/A
aeu.ark+=13960=t1wd4s085	1869
aeu.ark+=13960=t9183vc36	N/A
uc2.ark+=13960=t4nk37g1f	1758
uc2.ark+=13960=t8w952720	1759
gri.ark+=13960=t3711vc94	1766
aeu.ark+=13960=t8bg3h58c	1784
gri.ark+=13960=t2r53788c	N/A
loc.ark+=13960=t5v703s6s	1921
loc.ark+=13960=t8jd5qw48	1898
uc2.ark+=13960=t6542nr6r	1816
loc.ark+=13960=t10p1xj6k	1921
uc2.ark+=13960=t5n87515d	N/A
nnc2.ark+=13960=t9m32vm40	1921
uc2.ark+=13960=t9377hs18	1828
loc.ark+=13960=t6ww7hc46	1838
gri.ark+=13960=t8nc6bq8c	1816
gri.ark+=13960=t41r7657j	1817
gri.ark+=13960=t3nw23k5h	1877
uiuo.ark+=13960=t3qv45k7b	1868
yale.39002001903989	1848
loc.ark+=13960=t3fx84v8q	1919
uc2.ark+=13960=t9t14zk8n	1778
yale.39002009529281	N/A
loc.ark+=13960=t7rn4096j	1904
loc.ark+=13960=t80k2hg41	1859
loc.ark+=13960=t9t15kv5m	1915
gri.ark+=13960=t4vh8zg92	1826
mdp.39015078569871	1755
mdp.39015069176678	N/A
mdp.39015069159559	N/A
mdp.39015078559773	N/A
mdp.39015078563700	N/A
ucw.ark+=13960=t6j107h3t	N/A
uc2.ark+=13960=t6f18v43f	1886
uc2.ark+=13960=t83j3rt3w	1726
aeu.ark+=13960=t01z5153r	1854
emu.010000709365	1884
uc2.ark+=13960=t0tq5xf0c	1892
loc.ark+=13960=t6251zx8q	1799
mdp.39015074209332	N/A
uc2.ark+=13960=t88g8hj54	N/A
uiuo.ark+=13960=t2891j92x	1894
loc.ark+=13960=t4th9sk3h	N/A
loc.ark+=13960=t1jh3nj87	N/A
dul1.ark+=13960=t12n5v81j	1783
uc2.ark+=13960=t2891ff6d	1920
dul1.ark+=13960=t2990tq0k	1874
uc2.ark+=13960=t2r49hf2z	1873
loc.ark+=13960=t73t9p36v	1852
emu.010002585824	N/A
yale.39002044555226	1829
yale.39002088440533	1818
uc2.ark+=13960=t45q4zm6r	1921
loc.ark+=13960=t4pk0nv5f	1885
aeu.ark+=13960=t8bg39n3r	1852
uc2.ark+=13960=t0gt5r317	N/A
yale.39002006938238	1842
aeu.ark+=13960=t9x06n868	N/A
yale.39002060500320	1847
loc.ark+=13960=t84j1dv5q	1807
nnc2.ark+=13960=t1rf5w12f	N/A
uc2.ark+=13960=t2x34tn92	1854
yale.39002001973578	1906
loc.ark+=13960=t1cj8mz5f	1859
coo1.ark+=13960=t9b57590v	1856
coo1.ark+=13960=t0ms4908d	N/A
coo1.ark+=13960=t6b28f92n	1894
uc2.ark+=13960=t3nv9gs14	N/A
coo1.ark+=13960=t65438z1v	1921
uiuo.ark+=13960=t54f2fn0j	1895
gri.ark+=13960=t8kd3241n	1820
uc2.ark+=13960=t09w0n76f	1920
uc2.ark+=13960=fk0gt5ff5h	1898
uc2.ark+=13960=t9w090c53	N/A
mmet.ark+=13960=t03x8mk3k	1916
loc.ark+=13960=t81j9rq6n	1816
uc2.ark+=13960=t4zg6wk02	N/A
uiuo.ark+=13960=t0dv25k12	1844
gri.ark+=13960=t1rf87d53	1747
gri.ark+=13960=t5w67dd3r	N/A
gri.ark+=13960=t57d5r268	N/A
gri.ark+=13960=t6ww9jx32	1765
uc2.ark+=13960=t5h992x7n	N/A
uiuo.ark+=13960=t8pc3jv2x	1810
uc2.ark+=13960=t0tq60z09	1736
uc2.ark+=13960=t9q245q3x	N/A
uc2.ark+=13960=t9f47v034	1917
loc.ark+=13960=t6tx46203	1872
uc2.ark+=13960=t3mw2cn3f	1802
yale.39002037200368	1837
loc.ark+=13960=t6h137s8n	1891
coo1.ark+=13960=t8qc0k66x	N/A
uc2.ark+=13960=t12n5036c	N/A
uc2.ark+=13960=t0bv7b38h	1869
loc.ark+=13960=t5k93g09t	1833
uc2.ark+=13960=t8jd4tc1z	1783
uc2.ark+=13960=t80k27x32	1912
loc.ark+=13960=t02z1wr02	N/A
aeu.ark+=13960=t6zw20h50	1860
loc.ark+=13960=t8z90hd87	1878
uc2.ark+=13960=t9z031d59	1763
aeu.ark+=13960=t23b6mw22	1765
aeu.ark+=13960=t08w40j5b	1760
uc2.ark+=13960=t3gx4n92n	N/A
coo1.ark+=13960=t9s18jn0x	N/A
uc2.ark+=13960=t1zc8212t	N/A
uc2.ark+=13960=t54f1pg57	1904
uc2.ark+=13960=t8z894g94	1789
aeu.ark+=13960=t7rn3v792	1871
uc2.ark+=13960=t2s46k60v	1850
uc2.ark+=13960=t5n87hf0h	1784
aeu.ark+=13960=t2r506v31	1768
uma.ark+=13960=t6736z90j	1813
uc2.ark+=13960=t42r3sr4j	N/A
uc2.ark+=13960=t3vt1hh2x	1783
uc2.ark+=13960=t6j102r6b	1920
aeu.ark+=13960=t6ww86x8z	1794
aeu.ark+=13960=t8mc9rj21	1757
coo1.ark+=13960=t9f487m0p	1903
uc2.ark+=13960=t0ks6kh5f	1922
aeu.ark+=13960=t5r796n0t	1768
loc.ark+=13960=t6b28mj3b	1834
uc2.ark+=13960=t08w39c4z	1909
uiuo.ark+=13960=t4th8vm4w	1849
uc2.ark+=13960=t3416zc2z	1839
uc2.ark+=13960=t20c56q5b	1764
coo1.ark+=13960=t6n01pz0j	1889
loc.ark+=13960=t9086x29q	1913
coo1.ark+=13960=t4wh3479d	1847
ncs1.ark+=13960=t1mg7x371	1834
coo1.ark+=13960=t3mw3064x	1893
